,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,QUALITY,type,rangeofquality
2672,2.07,1.73,1.75,8.6,0.61,0.97,5.09,1.56,4.42,1.74,3.04,6,1,Average
2673,2.48,0.47,1.99,6.3,0.83,1.04,2.58,1.64,5.5,0.96,1.45,7,1,Average
2674,2.07,1.27,1.51,8.0,0.48,1.77,3.43,1.52,4.34,0.9,2.03,6,1,Average
2675,2.07,1.27,1.51,8.0,0.48,1.77,3.43,1.52,4.34,0.9,2.03,6,1,Average
2676,2.98,0.8,2.23,25.099999999999998,0.65,1.46,4.24,2.39,2.4,1.12,1.74,6,1,Average
2677,2.07,1.0,1.27,6.8999999999999995,0.43,0.97,3.13,1.37,4.96,0.62,3.04,7,1,Average
2678,2.89,1.53,4.16,14.7,0.53,1.98,3.55,2.04,2.64,1.29,0.87,5,1,Poor
2679,1.16,1.07,2.71,4.9,0.3,0.69,2.81,0.94,6.43,1.52,4.64,8,1,Good
2680,2.64,1.07,1.93,1.1,0.47,1.32,2.7,0.94,3.49,1.12,4.64,8,1,Good
2681,2.98,0.8,2.23,25.099999999999998,0.65,1.46,4.24,2.39,2.4,1.12,1.74,6,1,Average
2682,2.64,0.6,1.99,5.2,0.42,0.56,2.79,1.21,3.64,0.96,3.77,7,1,Average
2683,3.72,0.87,3.49,25.299999999999997,0.66,2.12,4.77,2.6,2.25,1.63,1.88,6,1,Average
2684,2.81,0.87,2.11,21.299999999999997,0.65,1.18,3.96,2.14,2.56,1.4,1.3,6,1,Average
2685,2.73,0.87,2.41,0.8999999999999999,1.0,0.8,3.46,1.1,5.43,1.18,3.77,6,1,Average
2686,3.8,0.6,1.87,9.399999999999999,0.48,0.97,2.9,1.42,2.95,0.56,3.77,7,1,Average
2687,2.98,1.07,1.87,12.0,0.6,1.77,4.08,1.77,2.87,0.56,1.16,5,1,Poor
2688,1.24,1.07,1.99,1.1,0.4,0.83,2.1,0.67,6.74,0.9,4.35,8,1,Good
2689,2.23,1.33,1.57,12.6,0.51,1.49,3.06,1.64,4.65,0.84,3.19,6,1,Average
2690,2.07,1.0,1.27,6.8999999999999995,0.43,0.97,3.13,1.37,4.96,0.62,3.04,7,1,Average
2691,2.23,1.4,1.51,15.3,0.5,1.08,2.63,1.75,4.57,0.67,3.04,6,1,Average
2692,1.65,1.4,1.27,3.1,0.27,0.38,2.63,0.44,5.19,3.2,8.7,7,1,Average
2693,2.07,1.27,1.51,8.0,0.48,1.77,3.43,1.52,4.34,0.9,2.03,6,1,Average
2694,2.07,0.6,2.53,3.4000000000000004,0.32,1.53,2.33,0.71,4.26,1.18,5.51,6,1,Average
2695,2.07,0.53,2.41,1.5,0.4,2.01,3.27,0.83,5.58,1.74,4.93,5,1,Poor
2696,3.39,1.4,2.35,9.399999999999999,0.45,0.17,2.56,1.29,3.1,1.12,3.91,5,1,Poor
2697,2.89,1.53,4.16,14.7,0.53,1.98,3.55,2.04,2.64,1.29,0.87,5,1,Poor
2698,1.4,1.6,2.71,6.6000000000000005,0.32,0.83,4.26,0.98,6.12,1.52,5.07,7,1,Average
2699,1.16,1.07,2.71,4.9,0.3,0.69,2.81,0.94,6.43,1.52,4.64,8,1,Good
2700,2.81,1.93,0.9,2.1,0.33,0.9,1.87,0.61,4.5,2.08,6.67,7,1,Average
2701,1.9,1.4,1.63,1.7000000000000002,0.25,0.42,1.61,0.42,3.8,1.63,6.67,7,1,Average
2702,4.46,0.93,2.41,2.8000000000000003,0.75,0.59,3.34,1.56,2.48,1.35,1.88,4,1,Poor
2703,2.81,1.93,0.9,2.1,0.33,0.9,1.87,0.61,4.5,2.08,6.67,7,1,Average
2704,3.47,0.67,2.23,1.1,0.51,0.49,2.07,0.79,2.64,2.19,5.94,6,1,Average
2705,2.23,0.93,2.05,17.5,0.73,1.88,3.94,2.16,6.2,1.24,2.75,6,1,Average
2706,2.98,0.67,2.41,1.5,0.63,0.73,2.21,1.27,4.34,1.24,3.91,5,1,Poor
2707,2.23,2.93,1.02,1.2,0.63,0.14,0.46,1.17,4.19,0.56,2.9,4,1,Poor
2708,2.64,0.47,2.29,2.5,0.63,1.11,2.07,1.1,3.18,0.96,3.48,8,1,Good
2709,1.74,2.23,0.78,1.2,0.51,0.35,1.34,0.98,4.42,1.69,3.62,5,1,Poor
2710,3.55,2.47,2.05,11.799999999999999,0.47,1.11,4.84,2.02,4.57,2.36,2.46,5,1,Poor
2711,1.65,2.23,0.78,1.2,0.51,0.35,1.34,0.98,4.42,1.69,3.62,5,1,Poor
2712,2.15,2.8,0.96,18.9,0.55,0.87,3.04,1.98,4.34,0.62,1.45,5,1,Poor
2713,2.4,0.17,1.93,18.1,0.7,1.15,2.3,2.1,6.36,1.29,1.74,6,1,Average
2714,1.82,2.13,1.81,1.5,0.63,1.01,2.56,1.15,3.49,1.46,3.04,6,1,Average
2715,2.31,1.13,2.35,1.3,0.51,1.35,1.91,0.77,4.88,1.01,4.93,7,1,Average
2716,4.96,1.87,2.71,1.5,0.55,0.35,2.72,1.41,1.63,1.35,4.06,5,1,Poor
2717,4.79,1.0,2.41,1.4000000000000001,0.58,0.62,2.97,1.27,1.86,1.52,4.2,5,1,Poor
2718,2.07,3.13,2.71,19.0,0.63,1.11,4.06,1.98,3.72,1.35,1.74,6,1,Average
2719,2.23,0.23,1.75,2.1,0.48,2.5,3.69,0.36,3.1,0.17,7.1,7,1,Average
2720,2.15,0.3,1.75,8.100000000000001,0.55,0.8,2.14,0.94,3.95,0.56,5.8,7,1,Average
2721,1.57,0.13,1.63,1.1,0.63,0.69,2.17,1.1,4.26,1.35,2.17,5,1,Poor
2722,3.39,1.13,1.75,7.199999999999999,0.37,1.11,2.56,0.9,2.64,0.56,5.51,7,1,Average
2723,2.56,0.8,1.69,0.8999999999999999,0.65,1.22,3.53,1.25,3.64,1.18,1.59,6,1,Average
2724,2.56,1.0,2.05,5.2,0.63,0.8,2.81,1.41,3.72,1.69,2.46,6,1,Average
2725,2.48,2.07,1.87,21.099999999999998,0.56,0.94,3.59,2.25,3.49,1.8,1.59,5,1,Poor
2726,4.05,0.93,2.53,2.6,0.73,0.9,2.49,1.33,2.09,1.18,2.9,5,1,Poor
2727,2.98,2.2,2.05,6.3,0.55,0.62,2.79,1.58,4.11,1.12,3.48,5,1,Poor
2728,2.4,1.13,2.05,18.799999999999997,0.65,1.01,3.57,2.22,5.58,1.4,2.17,6,1,Average
2729,1.82,1.2,2.53,7.1,0.3,2.4,3.96,0.83,5.27,1.01,6.23,8,1,Good
2730,1.9,1.53,2.23,12.0,0.37,2.4,3.78,1.21,5.43,1.01,5.36,8,1,Good
2731,4.46,1.33,2.77,4.0,0.81,1.32,2.93,1.71,3.26,2.02,2.17,5,1,Poor
2732,4.3,1.53,2.95,9.7,0.42,0.87,1.96,1.27,2.09,0.67,5.07,5,1,Poor
2733,3.88,0.53,1.99,0.6,1.11,0.56,1.18,0.96,3.26,1.35,3.77,6,1,Average
2734,4.55,1.73,2.95,10.3,0.71,1.01,3.23,2.1,3.49,2.19,3.19,5,1,Poor
2735,4.46,1.33,2.77,4.0,0.81,1.32,2.93,1.71,3.26,2.02,2.17,5,1,Poor
2736,2.81,1.07,1.81,1.5,0.65,0.9,2.88,1.19,4.11,1.29,3.62,5,1,Poor
2737,2.81,1.13,1.93,1.4000000000000001,0.63,0.9,2.9,1.19,4.19,1.24,3.62,5,1,Poor
2738,2.48,1.6,1.08,10.600000000000001,0.53,2.43,5.0,1.69,3.26,1.07,1.3,5,1,Poor
2739,4.38,1.27,1.93,0.8,0.37,0.49,3.34,1.25,2.4,1.07,3.77,5,1,Poor
2740,4.21,1.73,1.93,1.1,0.53,0.38,4.19,1.58,3.49,1.52,2.17,5,1,Poor
2741,2.64,0.6,2.23,7.800000000000001,0.27,0.97,2.42,1.29,3.72,1.52,4.06,6,1,Average
2742,2.4,1.13,1.39,10.1,0.48,2.08,4.93,1.56,3.26,0.73,2.17,5,1,Poor
2743,2.56,1.6,1.02,10.700000000000001,0.55,2.36,4.91,1.69,3.18,1.01,1.3,5,1,Poor
2744,2.48,1.6,1.08,10.600000000000001,0.53,2.43,5.0,1.69,3.26,1.07,1.3,5,1,Poor
2745,1.9,3.47,0.0,1.1,0.55,0.8,1.68,1.27,4.57,0.9,2.03,4,1,Poor
2746,1.24,2.1,0.42,1.1,0.43,0.87,2.21,0.94,6.05,0.73,3.77,6,1,Average
2747,3.39,0.53,1.81,6.4,0.47,1.25,3.8,1.85,5.81,1.24,1.45,4,1,Poor
2748,3.14,1.67,2.17,2.3000000000000003,0.42,0.87,3.82,1.41,5.43,1.46,3.62,4,1,Poor
2749,3.31,1.47,1.75,24.900000000000002,0.75,0.76,2.97,2.45,3.41,0.9,1.45,6,1,Average
2750,3.31,1.47,1.75,24.900000000000002,0.75,0.76,2.97,2.45,3.41,0.9,1.45,6,1,Average
2751,1.57,1.2,1.63,5.4,3.19,2.52,4.23,1.37,4.26,0.9,2.03,6,1,Average
2752,3.31,1.47,1.75,24.900000000000002,0.75,0.76,2.97,2.45,3.41,0.9,1.45,6,1,Average
2753,3.06,0.4,2.05,1.1,0.76,1.7,3.39,1.42,4.42,3.26,2.32,6,1,Average
2754,3.31,1.47,1.75,24.900000000000002,0.75,0.76,2.97,2.45,3.41,0.9,1.45,6,1,Average
2755,2.31,1.13,2.47,10.4,0.56,0.97,3.34,1.44,3.33,2.13,3.19,7,1,Average
2756,1.57,1.2,1.63,5.4,3.19,2.52,4.23,1.37,4.26,0.9,2.03,6,1,Average
2757,3.64,1.0,2.95,0.5,0.8,0.49,1.54,1.1,2.71,0.9,3.48,6,1,Average
2758,1.82,1.07,1.93,8.7,0.35,1.15,2.83,1.44,6.2,1.07,3.48,5,1,Poor
2759,1.9,2.47,1.63,0.3,0.5,0.42,1.75,1.08,3.95,0.56,2.17,5,1,Poor
2760,2.98,1.0,2.59,1.2,0.58,0.73,2.47,1.29,3.88,2.25,3.77,6,1,Average
2761,2.81,0.8,2.29,0.6,0.47,0.69,1.57,0.9,3.8,0.84,4.35,5,1,Poor
2762,3.06,0.4,2.05,1.1,0.76,1.7,3.39,1.42,4.42,3.26,2.32,6,1,Average
2763,3.22,1.13,2.59,6.0,0.88,0.66,2.51,1.83,5.12,1.57,2.75,6,1,Average
2764,3.64,3.53,2.71,7.4,0.35,0.49,2.58,1.6,3.26,0.67,2.32,5,1,Poor
2765,3.14,0.87,2.65,2.0,0.45,0.31,2.6,0.81,2.25,2.7,6.96,6,1,Average
2766,2.98,0.93,1.99,2.1,0.6,1.04,2.19,1.15,5.43,1.85,4.93,5,1,Poor
2767,2.81,1.2,1.57,18.6,0.45,1.67,4.79,2.22,5.35,1.57,2.9,6,1,Average
2768,2.15,1.13,2.47,12.3,0.55,1.94,3.85,1.81,2.17,1.24,1.59,5,1,Poor
2769,2.07,1.6,2.11,16.1,0.5,0.97,4.42,2.18,4.96,1.57,2.03,7,1,Average
2770,2.48,1.13,1.75,2.1,0.55,0.62,4.22,1.56,5.74,1.8,3.19,6,1,Average
2771,4.96,2.4,2.41,3.4000000000000004,0.45,1.18,3.71,1.64,1.94,0.96,1.74,5,1,Poor
2772,2.81,0.8,1.51,6.0,0.58,1.04,2.37,1.5,3.95,0.79,2.03,5,1,Poor
2773,3.64,3.53,2.71,7.4,0.35,0.49,2.58,1.6,3.26,0.67,2.32,5,1,Poor
2774,3.06,2.27,2.71,13.0,0.33,0.66,2.74,1.71,3.1,0.79,3.04,6,1,Average
2775,2.98,0.93,1.99,2.1,0.6,1.04,2.19,1.15,5.43,1.85,4.93,5,1,Poor
2776,2.15,1.2,1.81,2.5,0.27,1.11,2.95,0.94,3.8,1.4,3.77,6,1,Average
2777,3.39,2.53,1.93,5.4,0.4,1.35,3.04,0.79,3.57,1.24,6.96,7,1,Average
2778,2.23,2.2,3.86,17.2,0.93,2.22,5.05,2.06,3.1,1.63,1.3,5,1,Poor
2779,3.06,1.6,2.23,0.8999999999999999,0.65,0.73,4.1,1.29,2.87,1.18,1.88,5,1,Poor
2780,2.31,0.87,2.29,2.5,0.28,1.35,2.26,0.83,4.11,1.01,4.49,8,1,Good
2781,2.73,0.87,1.81,1.2,0.47,1.53,3.16,1.17,3.18,0.62,2.75,6,1,Average
2782,3.14,1.2,2.83,1.5,0.98,0.14,1.13,1.41,2.95,1.29,2.32,5,1,Poor
2783,3.14,0.87,2.65,2.0,0.45,0.31,2.6,0.81,2.25,2.7,6.96,6,1,Average
2784,2.56,1.13,1.57,7.1,0.25,1.22,2.97,1.48,3.41,2.81,3.91,7,1,Average
2785,2.73,1.2,1.93,21.200000000000003,1.08,0.97,2.33,2.1,1.86,1.12,1.74,6,1,Average
2786,2.89,0.93,2.41,21.7,0.55,1.51,2.85,2.45,4.96,1.07,1.59,7,1,Average
2787,1.98,1.93,1.33,11.799999999999999,0.27,1.22,4.84,1.79,4.73,2.13,2.32,6,1,Average
2788,3.39,0.93,2.71,20.9,0.48,1.81,3.11,2.33,2.4,1.35,1.74,6,1,Average
2789,2.56,1.13,1.57,7.1,0.25,1.22,2.97,1.48,3.41,2.81,3.91,7,1,Average
2790,2.89,0.93,2.41,21.7,0.55,1.51,2.85,2.45,4.96,1.07,1.59,7,1,Average
2791,2.73,1.2,1.93,21.200000000000003,1.08,0.97,2.33,2.1,1.86,1.12,1.74,6,1,Average
2792,2.98,1.13,2.23,9.7,0.18,0.45,2.0,1.31,2.17,1.46,3.91,7,1,Average
2793,2.48,0.67,2.23,1.4000000000000001,0.3,1.25,2.0,0.94,4.5,1.29,4.06,6,1,Average
2794,2.64,0.6,2.23,1.4000000000000001,0.32,0.87,1.59,0.98,4.5,1.35,4.06,7,1,Average
2795,2.15,1.47,2.29,11.0,0.61,1.18,4.29,1.62,2.95,0.84,1.45,5,1,Poor
2796,0.99,1.67,0.96,1.4000000000000001,0.66,0.31,2.1,0.88,5.89,1.24,3.91,6,1,Average
2797,0.99,1.67,0.96,1.4000000000000001,0.66,0.31,2.1,0.88,5.89,1.24,3.91,6,1,Average
2798,4.21,1.67,1.93,1.4000000000000001,0.63,0.35,4.47,1.6,3.64,1.35,2.03,5,1,Poor
2799,2.64,1.2,2.77,22.9,0.47,2.08,3.8,2.22,1.71,0.73,1.16,6,1,Average
2800,2.15,1.47,2.29,11.0,0.61,1.18,4.29,1.62,2.95,0.84,1.45,5,1,Poor
2801,2.07,0.87,2.41,1.7000000000000002,0.37,1.63,2.95,0.88,5.43,1.52,5.07,6,1,Average
2802,3.47,1.0,2.77,1.4000000000000001,0.35,1.01,2.74,0.69,3.95,1.4,6.52,6,1,Average
2803,4.46,1.33,2.47,0.6,0.55,0.45,1.22,0.98,1.86,0.17,3.62,6,1,Average
2804,2.89,1.27,2.35,9.399999999999999,0.91,0.94,4.19,1.68,4.42,0.45,2.46,5,1,Poor
2805,3.14,1.6,2.17,1.5,0.51,1.08,3.43,1.14,3.95,1.69,4.78,6,1,Average
2806,0.99,1.67,0.96,1.4000000000000001,0.66,0.31,2.1,0.88,5.89,1.24,3.91,6,1,Average
2807,4.88,1.07,2.71,0.8999999999999999,0.4,0.35,1.22,1.06,0.16,1.4,4.06,6,1,Average
2808,3.47,1.33,2.53,10.0,0.6,1.39,3.76,1.69,3.49,1.18,3.77,5,1,Poor
2809,3.64,1.93,2.17,0.6,0.42,0.56,2.0,0.67,2.48,0.56,5.36,8,1,Good
2810,3.47,3.53,2.29,17.6,4.85,0.8,4.93,2.35,1.71,1.46,1.74,5,1,Poor
2811,2.81,1.2,2.65,10.0,0.3,0.83,2.76,1.14,2.33,0.67,4.49,8,1,Good
2812,3.64,1.93,2.17,0.6,0.42,0.56,2.0,0.67,2.48,0.56,5.36,8,1,Good
2813,2.15,1.0,1.99,0.8,0.58,0.5,4.87,0.94,4.73,1.24,4.35,6,1,Average
2814,1.74,2.13,1.93,8.299999999999999,0.42,1.7,2.79,0.94,6.12,2.02,6.52,7,1,Average
2815,3.14,1.33,2.35,0.8999999999999999,0.48,0.69,2.51,1.33,3.41,2.53,2.9,6,1,Average
2816,3.47,1.33,2.53,10.0,0.6,1.39,3.76,1.69,3.49,1.18,3.77,5,1,Poor
2817,2.81,1.0,2.35,2.6,0.4,0.97,2.21,0.71,4.19,1.8,6.23,7,1,Average
2818,2.48,1.6,2.23,4.3,0.23,0.62,1.87,0.6,3.26,1.74,6.81,6,1,Average
2819,2.81,1.0,2.35,2.6,0.4,0.97,2.21,0.71,4.19,1.8,6.23,7,1,Average
2820,2.56,0.67,2.29,9.0,0.5,0.66,2.4,1.39,2.95,1.12,3.62,5,1,Poor
2821,4.63,1.2,3.19,0.8999999999999999,0.63,0.83,2.37,0.96,3.95,0.34,6.52,6,1,Average
2822,3.72,1.67,2.53,0.8,0.4,0.59,2.07,0.77,3.72,0.56,6.38,3,1,Poor
2823,2.89,1.4,1.81,19.0,0.56,1.56,5.35,2.22,2.64,1.07,1.01,6,1,Average
2824,3.39,2.2,2.23,6.0,0.35,1.35,2.49,0.94,3.49,1.8,6.38,7,1,Average
2825,3.39,2.4,2.23,8.100000000000001,0.4,0.9,2.0,0.94,3.41,1.8,6.67,7,1,Average
2826,3.22,2.07,1.81,7.1,0.47,0.97,2.88,1.39,5.12,1.24,4.35,6,1,Average
2827,3.22,1.2,1.87,1.1,0.56,1.6,3.43,1.27,5.43,1.57,3.04,6,1,Average
2828,3.31,1.6,1.87,1.7000000000000002,0.45,1.56,4.35,1.14,2.4,1.46,3.62,5,1,Poor
2829,2.48,1.6,2.23,4.3,0.23,0.62,1.87,0.6,3.26,1.74,6.81,6,1,Average
2830,2.89,1.07,2.35,4.6000000000000005,0.25,1.18,2.53,1.1,3.49,1.63,4.2,5,1,Poor
2831,2.73,2.4,2.23,3.2,0.53,1.18,2.81,0.48,2.71,1.18,7.97,7,1,Average
2832,5.37,1.13,2.89,2.5,0.55,0.94,3.64,2.1,3.64,2.08,2.46,5,1,Poor
2833,3.39,0.4,1.69,1.7999999999999998,0.53,1.49,3.96,1.6,5.66,1.18,1.74,6,1,Average
2834,2.98,0.67,2.53,2.3000000000000003,0.45,1.11,4.17,1.29,5.27,1.07,3.77,7,1,Average
2835,3.55,2.33,2.53,9.200000000000001,0.4,1.22,3.11,0.9,2.02,0.96,7.68,7,1,Average
2836,2.73,2.4,2.23,3.2,0.53,1.18,2.81,0.48,2.71,1.18,7.97,7,1,Average
2837,2.15,1.2,1.33,6.8999999999999995,0.47,0.76,2.88,1.41,4.42,0.56,3.04,5,1,Poor
2838,3.47,3.87,4.34,26.0,0.55,2.12,5.23,2.47,1.55,2.58,2.03,4,1,Poor
2839,3.47,0.8,2.41,7.1,0.76,1.39,3.71,1.58,3.57,1.01,3.77,7,1,Average
2840,2.81,0.87,2.05,0.8,0.61,0.83,1.71,0.94,4.11,1.01,4.78,6,1,Average
2841,2.81,0.67,1.87,0.8,0.6,0.66,1.54,1.04,4.65,1.01,4.06,7,1,Average
2842,3.8,3.27,2.65,15.5,0.7,1.56,4.35,2.12,3.33,1.63,3.48,5,1,Poor
2843,1.24,1.2,1.39,7.0,0.42,1.63,3.55,1.56,8.53,1.63,3.62,7,1,Average
2844,1.57,1.1,1.99,0.8,0.66,0.94,3.32,1.08,3.18,1.12,1.88,5,1,Poor
2845,1.49,1.1,1.93,0.8,0.63,0.8,3.36,1.08,3.1,1.12,1.88,6,1,Average
2846,2.89,1.13,2.47,1.7999999999999998,0.47,1.77,3.66,0.77,4.42,0.96,6.09,7,1,Average
2847,2.64,0.53,4.4,0.6,2.14,1.98,3.32,1.25,2.79,0.45,1.74,5,1,Poor
2848,2.15,0.93,2.05,1.7999999999999998,0.8,0.97,2.26,1.69,8.45,1.97,3.33,6,1,Average
2849,2.89,0.67,3.92,1.2,0.61,0.94,3.48,1.44,4.73,2.25,2.03,6,1,Average
2850,2.15,0.6,1.63,9.399999999999999,0.45,3.02,5.0,1.48,4.34,0.73,3.19,6,1,Average
2851,2.56,1.4,0.96,9.5,0.42,2.22,4.75,1.62,2.79,0.96,1.45,6,1,Average
2852,1.98,0.87,2.29,9.5,0.45,2.19,5.51,1.54,2.64,0.79,1.88,6,1,Average
2853,2.15,1.0,1.81,10.0,0.47,2.15,5.3,1.56,2.64,0.67,1.74,6,1,Average
2854,2.89,0.73,4.1,1.4000000000000001,0.68,1.04,3.46,1.44,4.65,2.36,2.03,6,1,Average
2855,2.89,0.67,3.92,1.2,0.61,0.94,3.48,1.44,4.73,2.25,2.03,6,1,Average
2856,4.79,1.4,2.77,1.3,0.5,2.66,5.0,1.41,1.55,1.35,2.17,6,1,Average
2857,2.81,0.4,2.11,0.8999999999999999,0.45,0.49,1.54,1.29,5.74,0.96,2.75,5,1,Poor
2858,2.56,1.53,2.05,10.4,0.83,1.22,3.87,1.77,5.74,2.25,4.49,7,1,Average
2859,3.06,1.33,2.05,5.5,0.32,1.22,2.53,0.75,2.09,1.07,6.23,8,1,Good
2860,3.47,0.93,2.53,21.5,0.58,1.53,3.62,2.54,3.8,2.64,0.87,7,1,Average
2861,3.14,1.53,1.75,15.2,0.51,0.69,3.2,1.83,2.48,0.73,2.03,5,1,Poor
2862,3.8,1.8,3.37,20.2,0.65,1.88,4.24,2.35,2.71,2.02,2.03,6,1,Average
2863,3.47,0.93,2.53,21.5,0.58,1.53,3.62,2.54,3.8,2.64,0.87,7,1,Average
2864,3.55,2.8,2.83,0.8,0.47,0.76,2.76,1.29,3.8,1.12,4.2,5,1,Poor
2865,2.64,2.07,1.87,7.199999999999999,2.66,1.08,3.59,1.81,3.72,1.46,2.03,5,1,Poor
2866,3.55,2.8,2.83,0.8,0.47,0.76,2.76,1.29,3.8,1.12,4.2,5,1,Poor
2867,3.8,1.8,3.37,20.2,0.65,1.88,4.24,2.35,2.71,2.02,2.03,6,1,Average
2868,1.98,0.93,1.63,1.4000000000000001,0.91,0.66,2.9,1.29,3.88,1.35,1.74,6,1,Average
2869,3.47,0.93,2.53,21.5,0.58,1.53,3.62,2.54,3.8,2.64,0.87,7,1,Average
2870,3.14,1.53,1.75,15.2,0.51,0.69,3.2,1.83,2.48,0.73,2.03,5,1,Poor
2871,2.64,1.07,2.17,6.6000000000000005,1.23,0.31,2.93,1.37,4.73,0.84,4.06,6,1,Average
2872,2.31,1.27,1.81,2.0,0.27,0.45,3.39,1.1,4.42,2.25,3.62,6,1,Average
2873,3.31,0.53,2.47,1.7000000000000002,0.28,0.97,3.09,0.75,2.33,3.15,6.52,6,1,Average
2874,3.22,1.27,2.05,1.7999999999999998,0.32,0.87,3.73,0.77,2.09,1.46,5.94,7,1,Average
2875,2.98,1.53,4.46,15.5,0.5,1.74,3.25,2.04,2.33,1.18,1.01,5,1,Poor
2876,3.47,2.47,2.17,12.6,0.28,1.7,3.34,1.08,2.71,0.17,6.81,8,1,Good
2877,3.22,1.27,2.05,1.7999999999999998,0.32,0.87,3.73,0.77,2.09,1.46,5.94,7,1,Average
2878,3.31,0.53,2.47,1.7000000000000002,0.28,0.97,3.09,0.75,2.33,3.15,6.52,6,1,Average
2879,2.31,0.53,1.75,1.7999999999999998,0.68,1.35,3.25,0.79,2.64,1.24,4.93,7,1,Average
2880,3.72,0.87,2.41,1.5,0.38,1.18,2.4,0.69,2.33,2.13,7.1,7,1,Average
2881,2.81,1.6,1.99,1.2,0.33,0.97,2.37,0.6,3.33,1.63,6.96,7,1,Average
2882,2.31,0.53,1.81,1.5,0.42,0.49,1.66,0.94,5.12,1.24,4.64,6,1,Average
2883,3.8,0.53,1.99,1.4000000000000001,0.4,0.52,2.12,1.33,3.26,1.12,2.46,6,1,Average
2884,3.06,1.0,1.93,13.200000000000001,0.48,1.84,4.26,1.83,2.48,1.91,2.46,6,1,Average
2885,1.98,0.6,1.81,0.8,0.47,0.45,1.68,1.14,6.05,1.8,3.33,6,1,Average
2886,2.56,2.07,1.33,5.699999999999999,0.35,0.31,2.21,1.14,2.17,3.65,5.22,4,1,Poor
2887,2.56,2.2,1.33,5.5,0.37,0.31,2.21,1.14,2.17,3.6,5.22,4,1,Poor
2888,3.06,1.0,1.93,13.200000000000001,0.48,1.84,4.26,1.83,2.48,1.91,2.46,6,1,Average
2889,3.06,2.0,1.99,6.7,0.6,1.01,2.88,1.37,4.65,1.24,4.2,6,1,Average
2890,2.89,2.27,2.29,9.5,0.6,0.97,2.67,1.04,3.64,0.84,6.67,7,1,Average
2891,2.89,1.73,2.35,7.1,0.51,1.53,3.62,1.04,4.5,1.4,6.38,6,1,Average
2892,3.31,1.0,1.69,6.4,0.55,1.53,3.69,1.1,1.86,1.01,5.07,5,1,Poor
2893,4.3,1.1,2.29,8.100000000000001,0.6,1.77,3.53,1.52,1.63,0.73,3.19,6,1,Average
2894,2.56,0.8,2.41,10.9,0.38,1.74,3.92,1.31,3.88,0.28,4.93,5,1,Poor
2895,2.98,0.73,2.53,8.9,0.96,1.32,4.75,1.68,4.5,0.62,2.32,6,1,Average
2896,3.64,0.8,2.17,11.5,0.43,2.05,3.62,1.56,2.56,0.45,3.33,6,1,Average
2897,3.47,3.4,4.28,25.7,0.48,2.08,5.12,2.49,1.78,2.98,1.88,5,1,Poor
2898,3.39,0.4,2.71,1.7999999999999998,0.68,0.56,2.49,1.48,4.73,1.52,3.91,7,1,Average
2899,2.48,1.07,2.41,1.7999999999999998,0.63,1.15,2.28,0.56,3.18,1.52,6.96,8,1,Good
2900,4.88,0.4,3.55,1.4000000000000001,0.66,0.76,3.13,1.68,2.02,2.25,2.17,5,1,Poor
2901,4.46,0.47,4.1,1.5,0.61,0.73,2.86,1.48,2.33,1.29,3.48,6,1,Average
2902,4.63,0.6,3.31,1.5,0.66,0.45,2.03,1.5,2.33,2.19,3.33,6,1,Average
2903,1.16,1.9,0.48,19.8,0.53,1.25,3.13,1.91,5.74,0.96,2.75,6,1,Average
2904,2.07,1.0,1.33,4.8,0.5,1.25,2.53,1.08,3.95,1.57,3.91,6,1,Average
2905,4.79,1.13,3.25,1.1,0.51,0.52,3.55,1.29,1.71,1.18,3.62,5,1,Poor
2906,4.46,1.6,2.53,1.1,0.61,0.45,4.15,1.5,2.79,1.46,2.32,5,1,Poor
2907,2.15,1.53,2.41,8.6,0.51,1.56,3.76,1.58,3.33,1.35,1.88,6,1,Average
2908,3.55,0.8,2.17,14.0,0.58,2.15,3.59,1.91,2.95,1.35,2.9,6,1,Average
2909,3.39,1.17,1.57,2.1,0.28,1.35,4.24,1.17,2.48,0.96,4.64,6,1,Average
2910,2.64,0.47,2.05,1.2,0.5,0.69,3.94,1.08,4.65,2.25,4.06,5,1,Poor
2911,2.15,0.47,1.87,0.8,0.58,0.83,2.07,1.17,6.36,1.63,3.33,6,1,Average
2912,2.15,1.13,3.19,9.200000000000001,0.48,2.01,5.25,1.62,2.4,1.12,1.16,5,1,Poor
2913,3.14,0.73,2.53,1.4000000000000001,0.58,0.17,2.49,0.83,2.48,2.92,6.96,6,1,Average
2914,2.89,2.33,2.23,6.1,0.32,0.56,2.49,0.75,3.95,1.18,7.54,6,1,Average
2915,1.07,1.53,1.81,0.5,0.47,0.94,3.36,0.94,6.36,1.91,3.04,6,1,Average
2916,1.98,0.8,1.57,1.7000000000000002,1.4,1.35,3.57,1.02,5.58,2.47,4.35,5,1,Poor
2917,2.56,0.53,2.11,1.1,0.56,0.69,4.06,1.08,4.11,2.25,4.06,6,1,Average
2918,3.22,1.6,2.89,2.6,0.51,0.94,2.49,0.77,3.72,1.69,6.96,7,1,Average
2919,2.23,0.93,4.34,9.5,0.55,1.11,3.73,1.68,3.1,0.79,1.74,6,1,Average
2920,2.48,1.2,1.99,1.4000000000000001,0.63,1.49,3.71,1.1,3.1,1.24,3.62,6,1,Average
